género,ingreso_total,clase_ocupacional,nivel_educativo,tipo_empleador,asistencia_educativa,tipo_institucion_educativa
Femenino,140000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,200000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,340000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,70000.0,Autónomo,Título de Posgrado,Privado,"Sí, actualmente asistiendo",Pública
Femenino,100000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,138000.0,Autónomo,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,192000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,400000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,275000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,89500.0,Trabajador o empleado,Educación Terciaria,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,280000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,321000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,108000.0,Trabajador o empleado,Educación Terciaria,Público,"Sí, actualmente asistiendo",Pública
Masculino,250000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,300000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,400000.0,Autónomo,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,140000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,298600.0,Autónomo,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,360000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,525000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,157000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,400000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,450000.0,Trabajador o empleado,Título de Posgrado,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,70000.0,Autónomo,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,115500.0,Autónomo,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,90000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,320000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,300000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,106000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,160000.0,Autónomo,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,179500.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,200000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,200000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,430000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,400000.0,Autónomo,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,170000.0,Trabajador o empleado,Educación Terciaria,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,300000.0,Trabajador o empleado,Educación Secundaria,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,35600.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,50000.0,Autónomo,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,201000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,100000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,250000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,120000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,180000.0,Trabajador o empleado,Educación Primaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,100000.0,Trabajador o empleado,Educación Primaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,48000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,48000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,220000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,90000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,20000.0,Autónomo,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,8000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,90000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,80000.0,Trabajador o empleado,Educación Primaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,420000.0,Empleador,Título de Posgrado,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,400000.0,Empleador,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,150000.0,Autónomo,Título de Posgrado,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,100000.0,Autónomo,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,219500.0,Trabajador o empleado,Título de Posgrado,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,372000.0,Empleador,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,350000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,370000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,150000.0,Autónomo,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,260000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,500000.0,Autónomo,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,450000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,280000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,270000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,210000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,60000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,150000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,220000.0,Trabajador o empleado,Título de Posgrado,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,260000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,600000.0,Trabajador o empleado,Título de Posgrado,Otro (especificar),"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,300000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,500000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,200000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,200000.0,Autónomo,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,148000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,180000.0,Trabajador o empleado,Título de Posgrado,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,200000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,260000.0,Autónomo,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,30000.0,Autónomo,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,410000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,95000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,230000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,120000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,250000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,200000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,138000.0,Autónomo,Título de Posgrado,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,250000.0,Trabajador o empleado,Título de Posgrado,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,35000.0,Autónomo,Título de Posgrado,Privado,"Sí, actualmente asistiendo",Pública
Masculino,500000.0,Empleador,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,400000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,550000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,220000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,75000.0,Autónomo,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,280000.0,Autónomo,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,390000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,125000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,240000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,270000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,300000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,137000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,120000.0,Autónomo,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,400000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,600000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,550000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,400000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
